"CO_ENTIDADE","NO_ENTIDADE","CO_UF","CO_MUNICIPIO","TP_LOCALIZACAO","QT_PROF","ID"
33163774,"0918095 ESCOLA MUNICIPAL MOACYR SCLIAR",33,3304557,"Urbana",18,"0918095 ESCOLA MUNICIPAL MOACYR SCLIAR (33163774)"
33163782,"0918806 EDI COMENDADOR SERAFIM SOFIA",33,3304557,"Urbana",0,"0918806 EDI COMENDADOR SERAFIM SOFIA (33163782)"
33163790,"0724801 EDI MILENA SANTOS NASCIMENTO",33,3304557,"Urbana",9,"0724801 EDI MILENA SANTOS NASCIMENTO (33163790)"
33163804,"0918803 EDI LUDMILA MAXIMO MOREIRA CARDOSO",33,3304557,"Urbana",9,"0918803 EDI LUDMILA MAXIMO MOREIRA CARDOSO (33163804)"
33163812,"1026025 ESCOLA MUNICIPAL RIVADAVIA MANOEL PINTO",33,3304557,"Urbana",19,"1026025 ESCOLA MUNICIPAL RIVADAVIA MANOEL PINTO (33163812)"
33163847,"1019802 EDI LARISSA DOS SANTOS ATANAZIO",33,3304557,"Urbana",6,"1019802 EDI LARISSA DOS SANTOS ATANAZIO (33163847)"
33163855,"1019804 EDI PROFESSORA MARIA LUIZA JOBIM DE QUEIROZ",33,3304557,"Urbana",12,"1019804 EDI PROFESSORA MARIA LUIZA JOBIM DE QUEIROZ (33163855)"
33163871,"0724803 EDI VERA LUCIA MARTINS COSTA",33,3304557,"Urbana",9,"0724803 EDI VERA LUCIA MARTINS COSTA (33163871)"
33163880,"0734803 EDI ANA CAROLINA PACHECO DA SILVA",33,3304557,"Urbana",0,"0734803 EDI ANA CAROLINA PACHECO DA SILVA (33163880)"
33163910,"0312801 EDI HENRIQUE FOREIS",33,3304557,"Urbana",6,"0312801 EDI HENRIQUE FOREIS (33163910)"
33163928,"0312802 EDI LUCIA MARIA BATISTA DE ALBUQUERQUE",33,3304557,"Urbana",0,"0312802 EDI LUCIA MARIA BATISTA DE ALBUQUERQUE (33163928)"
33163936,"0312803 EDI PROFESSORA LUIZA HELENA MAIA MEDEIROS",33,3304557,"Urbana",3,"0312803 EDI PROFESSORA LUIZA HELENA MAIA MEDEIROS (33163936)"
33163944,"0312804 EDI PROFESSORA TANIA MARTINS NOVO LENZ",33,3304557,"Urbana",10,"0312804 EDI PROFESSORA TANIA MARTINS NOVO LENZ (33163944)"
33163952,"0312805 EDI TANIA CRISTINA MOREIRA",33,3304557,"Urbana",10,"0312805 EDI TANIA CRISTINA MOREIRA (33163952)"
33163960,"0208801 EDI IGOR MORAES DA SILVA",33,3304557,"Urbana",8,"0208801 EDI IGOR MORAES DA SILVA (33163960)"
33163979,"0410804 EDI SARGENTO JORGE FALEIRO SOUZA",33,3304557,"Urbana",9,"0410804 EDI SARGENTO JORGE FALEIRO SOUZA (33163979)"
33163987,"0410805 EDI COMPOSITOR NEOCI DIAS DE ANDRADE",33,3304557,"Urbana",9,"0410805 EDI COMPOSITOR NEOCI DIAS DE ANDRADE (33163987)"
33163995,"0724802 EDI PORFIRIO DIAS",33,3304557,"Urbana",7,"0724802 EDI PORFIRIO DIAS (33163995)"
33164029,"POLO DE EDUCACAO PELO TRABALHO JOSE EMYGDIO DE OLIVEIRA",33,3304557,"Urbana",NA,"POLO DE EDUCACAO PELO TRABALHO JOSE EMYGDIO DE OLIVEIRA (33164029)"
33164037,"POLO DE EDUCACAO PELO TRABALHO ANTENOR NASCENTES",33,3304557,"Urbana",NA,"POLO DE EDUCACAO PELO TRABALHO ANTENOR NASCENTES (33164037)"
33164045,"POLO DE EDUCACAO PELO TRABALHO TELEMACO G MAIA",33,3304557,"Urbana",NA,"POLO DE EDUCACAO PELO TRABALHO TELEMACO G MAIA (33164045)"
33164053,"POLO DE EDUCACAO PELO TRABALHO GOVERNADOR CARLOS LACERDA",33,3304557,"Urbana",NA,"POLO DE EDUCACAO PELO TRABALHO GOVERNADOR CARLOS LACERDA (33164053)"
33164061,"POLO DE EDUCACAO PELO TRABALHO PRESIDENTE MEDICI",33,3304557,"Urbana",3,"POLO DE EDUCACAO PELO TRABALHO PRESIDENTE MEDICI (33164061)"
33164070,"0411801 EDI MARIANA ROCHA DE SOUZA",33,3304557,"Urbana",9,"0411801 EDI MARIANA ROCHA DE SOUZA (33164070)"
33164088,"0101802 EDI MACHADO DE ASSIS",33,3304557,"Urbana",9,"0101802 EDI MACHADO DE ASSIS (33164088)"
33164096,"0411802 EDI JOEL LUIZ DE AZEVEDO BASTOS",33,3304557,"Urbana",9,"0411802 EDI JOEL LUIZ DE AZEVEDO BASTOS (33164096)"
33164100,"1120801 EDI JOSE DE SOUZA RAMOS",33,3304557,"Urbana",7,"1120801 EDI JOSE DE SOUZA RAMOS (33164100)"
33164118,"0430802 EDI PROFESSORA KELITA FARIA DE PAULA",33,3304557,"Urbana",10,"0430802 EDI PROFESSORA KELITA FARIA DE PAULA (33164118)"
33164126,"0103802 EDI LILY MARINHO",33,3304557,"Urbana",0,"0103802 EDI LILY MARINHO (33164126)"
33164134,"0103804 EDI ZELIA GATTAI AMADO",33,3304557,"Urbana",7,"0103804 EDI ZELIA GATTAI AMADO (33164134)"
33164142,"0107801 EDI PROFESSORA DAYSE MALAGOLE",33,3304557,"Urbana",18,"0107801 EDI PROFESSORA DAYSE MALAGOLE (33164142)"
33164150,"0123801 EDI HELOISA MARINHO",33,3304557,"Urbana",7,"0123801 EDI HELOISA MARINHO (33164150)"
33164207,"POLO DE EDUCACAO PELO TRABALHO THOME DE SOUZA",33,3304557,"Urbana",NA,"POLO DE EDUCACAO PELO TRABALHO THOME DE SOUZA (33164207)"
33164304,"0515801 EDI KARINE LORRAINE CHAGAS DE OLIVEIRA",33,3304557,"Urbana",9,"0515801 EDI KARINE LORRAINE CHAGAS DE OLIVEIRA (33164304)"
33164312,"1026026 ESCOLA MUNICIPAL GEO DOUTOR SOCRATES",33,3304557,"Urbana",18,"1026026 ESCOLA MUNICIPAL GEO DOUTOR SOCRATES (33164312)"
33164320,"1026802 EDI MARCOS FLAMINIO PORTUGAL PINTO",33,3304557,"Urbana",10,"1026802 EDI MARCOS FLAMINIO PORTUGAL PINTO (33164320)"
33164401,"POLO DE EDUCACAO PELO TRABALHO GENERAL TASSO FRAGOSO",33,3304557,"Urbana",NA,"POLO DE EDUCACAO PELO TRABALHO GENERAL TASSO FRAGOSO (33164401)"
33164614,"POLO DE EDUCACAO PELO TRABALHO DR DILSON FRANCISCO DE ALVARENGA MENEZES",33,3304557,"Urbana",NA,"POLO DE EDUCACAO PELO TRABALHO DR DILSON FRANCISCO DE ALVARENGA MENEZES (33164614)"
33164622,"POLO DE EDUCACAO PELO TRABALHO JAIR TAVARES DE OLIVEIRA",33,3304557,"Urbana",NA,"POLO DE EDUCACAO PELO TRABALHO JAIR TAVARES DE OLIVEIRA (33164622)"
33164800,"POLO DE EDUCACAO PELO TRABALHO ALZIRA ARAUJO",33,3304557,"Urbana",NA,"POLO DE EDUCACAO PELO TRABALHO ALZIRA ARAUJO (33164800)"
33164819,"POLO DE EDUCACAO PELO TRABALHO FERNANDO DE AZEVEDO",33,3304557,"Urbana",NA,"POLO DE EDUCACAO PELO TRABALHO FERNANDO DE AZEVEDO (33164819)"
33164827,"POLO DE EDUCACAO PELO TRABALHO JORNALISTA CARLOS CASTELO BRANCO",33,3304557,"Urbana",NA,"POLO DE EDUCACAO PELO TRABALHO JORNALISTA CARLOS CASTELO BRANCO (33164827)"
33164835,"CLUBE ESCOLAR PROFESSORA LEA OLIVA",33,3304557,"Urbana",NA,"CLUBE ESCOLAR PROFESSORA LEA OLIVA (33164835)"
33164843,"CLUBE ESCOLAR MANGUEIRA",33,3304557,"Urbana",NA,"CLUBE ESCOLAR MANGUEIRA (33164843)"
33164851,"CLUBE ESCOLAR DO ENGENHO DE DENTRO",33,3304557,"Urbana",2,"CLUBE ESCOLAR DO ENGENHO DE DENTRO (33164851)"
33164860,"CLUBE ESCOLAR FUNDAO",33,3304557,"Urbana",1,"CLUBE ESCOLAR FUNDAO (33164860)"
33164878,"CLUBE ESCOLAR MARECHAL HERMES",33,3304557,"Urbana",0,"CLUBE ESCOLAR MARECHAL HERMES (33164878)"
33165009,"CLUBE ESCOLAR PAVUNA",33,3304557,"Urbana",1,"CLUBE ESCOLAR PAVUNA (33165009)"
33165203,"CLUBE ESCOLAR VILA VALQUEIRE",33,3304557,"Urbana",1,"CLUBE ESCOLAR VILA VALQUEIRE (33165203)"
33165408,"CLUBE ESCOLAR AYRTON SENNA DA SILVA",33,3304557,"Urbana",1,"CLUBE ESCOLAR AYRTON SENNA DA SILVA (33165408)"
33165602,"CLUBE ESCOLAR RIO DAS PEDRAS",33,3304557,"Urbana",0,"CLUBE ESCOLAR RIO DAS PEDRAS (33165602)"
33165637,"CLUBE ESCOLAR THOMAS SOARES DA SILVA",33,3304557,"Urbana",NA,"CLUBE ESCOLAR THOMAS SOARES DA SILVA (33165637)"
33165661,"CLUBE ESCOLAR CAMPO GRANDE",33,3304557,"Urbana",NA,"CLUBE ESCOLAR CAMPO GRANDE (33165661)"
33165688,"CLUBE ESCOLAR PROFESSOR SESME RAMADA DA SILVA",33,3304557,"Urbana",NA,"CLUBE ESCOLAR PROFESSOR SESME RAMADA DA SILVA (33165688)"
33166110,"1019805 EDI PROFESSOR CELSO DE ALMEIDA CHAVES",33,3304557,"Urbana",8,"1019805 EDI PROFESSOR CELSO DE ALMEIDA CHAVES (33166110)"
33166200,"NUCLEO DE ARTE AVENIDA DOS DESFILES",33,3304557,"Urbana",2,"NUCLEO DE ARTE AVENIDA DOS DESFILES (33166200)"
33166404,"NUCLEO DE ARTE LEBLON",33,3304557,"Urbana",0,"NUCLEO DE ARTE LEBLON (33166404)"
33166609,"NUCLEO DE ARTE COPACABANA",33,3304557,"Urbana",2,"NUCLEO DE ARTE COPACABANA (33166609)"
33166803,"NUCLEO DE ARTE NISE DA SILVEIRA",33,3304557,"Urbana",3,"NUCLEO DE ARTE NISE DA SILVEIRA (33166803)"
33167001,"NUCLEO DE ARTE GRECIA",33,3304557,"Urbana",3,"NUCLEO DE ARTE GRECIA (33167001)"
33167206,"NUCLEO DE ARTE PROFESSOR SOUZA DA SILVEIRA",33,3304557,"Urbana",NA,"NUCLEO DE ARTE PROFESSOR SOUZA DA SILVEIRA (33167206)"
33167257,"0103807 EDI MARIA LUIZA NOBRE - TIA LUIZINHA",33,3304557,"Urbana",9,"0103807 EDI MARIA LUIZA NOBRE - TIA LUIZINHA (33167257)"
33167354,"0101011 ESCOLA MUNICIPAL GEO FELIX MIELLI VENERANDO",33,3304557,"Urbana",8,"0101011 ESCOLA MUNICIPAL GEO FELIX MIELLI VENERANDO (33167354)"
33167362,"0430804 EDI CREMILDA DA SILVA DOS SANTOS",33,3304557,"Urbana",4,"0430804 EDI CREMILDA DA SILVA DOS SANTOS (33167362)"
33167400,"NUCLEO DE ARTE SILVEIRA SAMPAIO",33,3304557,"Urbana",3,"NUCLEO DE ARTE SILVEIRA SAMPAIO (33167400)"
33167460,"0313056 ESCOLA MUNICIPAL MINISTRO CARLOS ALBERTO MENEZES DIREITO",33,3304557,"Urbana",7,"0313056 ESCOLA MUNICIPAL MINISTRO CARLOS ALBERTO MENEZES DIREITO (33167460)"
33167478,"0430010 ESCOLA MUNICIPAL ESCRITOR BARTOLOMEU CAMPOS DE QUEIROS",33,3304557,"Urbana",18,"0430010 ESCOLA MUNICIPAL ESCRITOR BARTOLOMEU CAMPOS DE QUEIROS (33167478)"
33167486,"0430701 ESCOLA MUNICIPAL CENTRO DE EDUCACAO DE JOVENS E ADULTOS CEJA - MARE",33,3304557,"Urbana",3,"0430701 ESCOLA MUNICIPAL CENTRO DE EDUCACAO DE JOVENS E ADULTOS CEJA - MARE (33167486)"
33167494,"0625041 ESCOLA MUNICIPAL JORNALISTA E ESCRITOR DANIEL PIZA",33,3304557,"Urbana",20,"0625041 ESCOLA MUNICIPAL JORNALISTA E ESCRITOR DANIEL PIZA (33167494)"
33167508,"0716077 ESCOLA MUNICIPAL PROFESSORA MARISA VARGAS MENEZES",33,3304557,"Urbana",3,"0716077 ESCOLA MUNICIPAL PROFESSORA MARISA VARGAS MENEZES (33167508)"
33167567,"1019074 ESCOLA MUNICIPAL RICARDO BRENTANI",33,3304557,"Urbana",7,"1019074 ESCOLA MUNICIPAL RICARDO BRENTANI (33167567)"
33167605,"NUCLEO DE ARTE PROFESSOR ALBERT EINSTEIN",33,3304557,"Urbana",3,"NUCLEO DE ARTE PROFESSOR ALBERT EINSTEIN (33167605)"
33167621,"1019075 ESCOLA MUNICIPAL ROBERTO CIVITA",33,3304557,"Urbana",21,"1019075 ESCOLA MUNICIPAL ROBERTO CIVITA (33167621)"
33167800,"NUCLEO DE ARTE PROFESSOR DR DILSON FRANCISCO DE ALVARENGA MENEZES",33,3304557,"Urbana",4,"NUCLEO DE ARTE PROFESSOR DR DILSON FRANCISCO DE ALVARENGA MENEZES (33167800)"
33167818,"0312809 EDI PROFESSORA VALERIA PEREIRA DE SOUZA PINTO",33,3304557,"Urbana",12,"0312809 EDI PROFESSORA VALERIA PEREIRA DE SOUZA PINTO (33167818)"
33167834,"0313801 EDI PROF JOSE LIBONATI FILHO",33,3304557,"Urbana",6,"0313801 EDI PROF JOSE LIBONATI FILHO (33167834)"
33167842,"0209803 EDI PROFESSORA SUELY DE PINHO CAVALCANTE",33,3304557,"Urbana",1,"0209803 EDI PROFESSORA SUELY DE PINHO CAVALCANTE (33167842)"
33167869,"1120802 EDI NEUSA MARIA GOULART BRIZOLA",33,3304557,"Urbana",7,"1120802 EDI NEUSA MARIA GOULART BRIZOLA (33167869)"
33167877,"0411803 EDI MARIA DE LOURDES FERREIRA",33,3304557,"Urbana",10,"0411803 EDI MARIA DE LOURDES FERREIRA (33167877)"
33167885,"0430803 EDI PROFESSOR MOACYR DE GOES",33,3304557,"Urbana",8,"0430803 EDI PROFESSOR MOACYR DE GOES (33167885)"
33167893,"0430805 EDI PROFESSORA SOLANGE CONCEICAO TRICARICO",33,3304557,"Urbana",9,"0430805 EDI PROFESSORA SOLANGE CONCEICAO TRICARICO (33167893)"
33167907,"0625813 EDI PROFESSORA GRACILIA ROSA DE BELEM MAYOR",33,3304557,"Urbana",13,"0625813 EDI PROFESSORA GRACILIA ROSA DE BELEM MAYOR (33167907)"
33167923,"0515809 EDI PROFESSOR UBIRAJARA DE PAULA CASTRO",33,3304557,"Urbana",11,"0515809 EDI PROFESSOR UBIRAJARA DE PAULA CASTRO (33167923)"
33167931,"0716805 EDI ANNA MARIA NIEMEYER",33,3304557,"Urbana",8,"0716805 EDI ANNA MARIA NIEMEYER (33167931)"
33167940,"0716806 EDI PROFESSORA EDILIA COELHO GARCIA",33,3304557,"Urbana",8,"0716806 EDI PROFESSORA EDILIA COELHO GARCIA (33167940)"
33167958,"0817808 EDI PROFESSOR ANTONIO FLAVIO PIERUCCI",33,3304557,"Urbana",8,"0817808 EDI PROFESSOR ANTONIO FLAVIO PIERUCCI (33167958)"
33167966,"0716807 EDI LEILA DINIZ",33,3304557,"Urbana",0,"0716807 EDI LEILA DINIZ (33167966)"
33167974,"0817814 EDI PROFESSORA GIOVANA BANSI",33,3304557,"Urbana",10,"0817814 EDI PROFESSORA GIOVANA BANSI (33167974)"
33167982,"0833806 EDI PROFESSOR CRISTIANO PINTO DE MORAES BISPO",33,3304557,"Urbana",13,"0833806 EDI PROFESSOR CRISTIANO PINTO DE MORAES BISPO (33167982)"
33167990,"0716808 EDI PROFESSORA MARIA BERENICE PARENTE",33,3304557,"Urbana",13,"0716808 EDI PROFESSORA MARIA BERENICE PARENTE (33167990)"
33168008,"0716809 EDI PROFESSOR ROBERTO LUIZ PEREIRA",33,3304557,"Urbana",6,"0716809 EDI PROFESSOR ROBERTO LUIZ PEREIRA (33168008)"
33168016,"0716810 EDI EU SOU",33,3304557,"Urbana",9,"0716810 EDI EU SOU (33168016)"
33168024,"0918813 EDI PROFESSOR MARCO ALTINO DE OLIVEIRA",33,3304557,"Urbana",0,"0918813 EDI PROFESSOR MARCO ALTINO DE OLIVEIRA (33168024)"
33168067,"1019806 EDI PROFESSOR RUBEM GONCALVES",33,3304557,"Urbana",5,"1019806 EDI PROFESSOR RUBEM GONCALVES (33168067)"
33168075,"0918814 EDI PROFESSOR NESTOR MANOEL PINTO",33,3304557,"Urbana",6,"0918814 EDI PROFESSOR NESTOR MANOEL PINTO (33168075)"
33168083,"1019807 EDI PROFESSOR ANTONIO ALFREDO MERCADANTE",33,3304557,"Urbana",10,"1019807 EDI PROFESSOR ANTONIO ALFREDO MERCADANTE (33168083)"
33168105,"1019808 EDI GEOGRAFO AZIZ AB SABER",33,3304557,"Urbana",7,"1019808 EDI GEOGRAFO AZIZ AB SABER (33168105)"
33168113,"1019809 EDI PROFESSORA CARMEN FRAGA DE ARAUJO",33,3304557,"Urbana",8,"1019809 EDI PROFESSORA CARMEN FRAGA DE ARAUJO (33168113)"
33168121,"0918816 EDI PROFESSOR JOAO FERNANDES FILHO",33,3304557,"Urbana",7,"0918816 EDI PROFESSOR JOAO FERNANDES FILHO (33168121)"
33168130,"1019810 EDI PROFESSORA ROSELE NICOLAU JORGE COUTINHO",33,3304557,"Urbana",8,"1019810 EDI PROFESSORA ROSELE NICOLAU JORGE COUTINHO (33168130)"
33168806,"CDEI AMALIA FERNANDES CONDE",33,3304557,"Urbana",7,"CDEI AMALIA FERNANDES CONDE (33168806)"
33169500,"0430011 ESCOLA MUNICIPAL ESCRITOR LEDO IVO",33,3304557,"Urbana",10,"0430011 ESCOLA MUNICIPAL ESCRITOR LEDO IVO (33169500)"
33170975,"0107016 ESCOLA MUNICIPAL JOSUE DE SOUSA MONTELLO",33,3304557,"Urbana",0,"0107016 ESCOLA MUNICIPAL JOSUE DE SOUSA MONTELLO (33170975)"
33170983,"0430806 EDI CLEIA SANTOS DE OLIVEIRA",33,3304557,"Urbana",7,"0430806 EDI CLEIA SANTOS DE OLIVEIRA (33170983)"
33170991,"0431802 EDI PROFESSOR CARLOS FALSETH",33,3304557,"Urbana",6,"0431802 EDI PROFESSOR CARLOS FALSETH (33170991)"
33171009,"0716078 ESCOLA MUNICIPAL DOMINGOS PASCHOAL CEGALLA",33,3304557,"Urbana",9,"0716078 ESCOLA MUNICIPAL DOMINGOS PASCHOAL CEGALLA (33171009)"
33171017,"0515810 EDI PROFESSORA TEREZINHA SARDOUX HENRIQUES",33,3304557,"Urbana",8,"0515810 EDI PROFESSORA TEREZINHA SARDOUX HENRIQUES (33171017)"
33171025,"0625814 EDI PROFESSORA ROSEANE VASCONCELOS",33,3304557,"Urbana",9,"0625814 EDI PROFESSORA ROSEANE VASCONCELOS (33171025)"
33171033,"0625816 EDI PROFESSORA REGINA CELI RABELO DE ALMEIDA",33,3304557,"Urbana",10,"0625816 EDI PROFESSORA REGINA CELI RABELO DE ALMEIDA (33171033)"
33171041,"0625817 EDI PROFESSORA DANIELE SIMOES DE SOUZA LOPES",33,3304557,"Urbana",9,"0625817 EDI PROFESSORA DANIELE SIMOES DE SOUZA LOPES (33171041)"
33171068,"0204804 EDI PROFESSORA SARITA KONDER",33,3304557,"Urbana",9,"0204804 EDI PROFESSORA SARITA KONDER (33171068)"
33171076,"0209804 EDI PROFESSORA LUCIA MARIA QUITETE DE CARVALHO AMARAL",33,3304557,"Urbana",0,"0209804 EDI PROFESSORA LUCIA MARIA QUITETE DE CARVALHO AMARAL (33171076)"
33171084,"0716813 EDI PROFESSORA KENIA MENDES DOS SANTOS",33,3304557,"Urbana",0,"0716813 EDI PROFESSORA KENIA MENDES DOS SANTOS (33171084)"
33171092,"0410807 EDI PROFESSORA TANIA DA ROCHA CORREA",33,3304557,"Urbana",10,"0410807 EDI PROFESSORA TANIA DA ROCHA CORREA (33171092)"
33171106,"0410808 EDI ALMIR LEITE RIBEIRO",33,3304557,"Urbana",9,"0410808 EDI ALMIR LEITE RIBEIRO (33171106)"
33171114,"0716814 EDI PROFESSORA EMILIA MARIA VIEIRA DE OLIVEIRA",33,3304557,"Urbana",10,"0716814 EDI PROFESSORA EMILIA MARIA VIEIRA DE OLIVEIRA (33171114)"
33171122,"0724804 EDI PROFESSORA MATILDE ROSA LOPES DE ARAUJO",33,3304557,"Urbana",7,"0724804 EDI PROFESSORA MATILDE ROSA LOPES DE ARAUJO (33171122)"
33171130,"0817815 EDI SENHOR JOAO GOMES",33,3304557,"Urbana",9,"0817815 EDI SENHOR JOAO GOMES (33171130)"
33171149,"0833807 EDI LUIZA PAULA DA SILVEIRA MACHADO",33,3304557,"Urbana",10,"0833807 EDI LUIZA PAULA DA SILVEIRA MACHADO (33171149)"
33171165,"0918808 EDI PROFESSORA MARTA REGINA PERROTA",33,3304557,"Urbana",10,"0918808 EDI PROFESSORA MARTA REGINA PERROTA (33171165)"
33171173,"0918815 EDI PROFESSORA SIRLEIA SILVA REIS",33,3304557,"Urbana",10,"0918815 EDI PROFESSORA SIRLEIA SILVA REIS (33171173)"
33171190,"0918817 EDI PROFESSORA EUGENIA DE ALMEIDA AZEVEDO",33,3304557,"Urbana",14,"0918817 EDI PROFESSORA EUGENIA DE ALMEIDA AZEVEDO (33171190)"
33171211,"0918822 EDI PROFESSOR ANDRE LUIZ GILZ",33,3304557,"Urbana",0,"0918822 EDI PROFESSOR ANDRE LUIZ GILZ (33171211)"
33173940,"0204805 EDI CLAUDIO CAVALCANTI",33,3304557,"Urbana",1,"0204805 EDI CLAUDIO CAVALCANTI (33173940)"
33173958,"0227801 EDI PROFESSORA EDIR CASEIRO RIBEIRO",33,3304557,"Urbana",8,"0227801 EDI PROFESSORA EDIR CASEIRO RIBEIRO (33173958)"
33173966,"0918096 ESCOLA MUNICIPAL PROFESSORA NORMA CHAMARELLI MARQUES",33,3304557,"Urbana",9,"0918096 ESCOLA MUNICIPAL PROFESSORA NORMA CHAMARELLI MARQUES (33173966)"
33173974,"1019076 ESCOLA MUNICIPAL EULALIA RODRIGUES DE OLIVEIRA VIEIRA",33,3304557,"Urbana",13,"1019076 ESCOLA MUNICIPAL EULALIA RODRIGUES DE OLIVEIRA VIEIRA (33173974)"
33173982,"1019818 EDI RENEE BISCAIA RAPOSO",33,3304557,"Urbana",8,"1019818 EDI RENEE BISCAIA RAPOSO (33173982)"
33175721,"0204806 EDI IRMA MARGARITA ALARCON",33,3304557,"Urbana",9,"0204806 EDI IRMA MARGARITA ALARCON (33175721)"
33175730,"0625815 EDI PROFESSORA KRISTINA ROMOLO KIFFER",33,3304557,"Urbana",9,"0625815 EDI PROFESSORA KRISTINA ROMOLO KIFFER (33175730)"
33175748,"0625818 EDI MARIA EUGENIA CANELHAS",33,3304557,"Urbana",6,"0625818 EDI MARIA EUGENIA CANELHAS (33175748)"
33175756,"0625819 EDI PROFESSORA MARIZA PIMENTA",33,3304557,"Urbana",11,"0625819 EDI PROFESSORA MARIZA PIMENTA (33175756)"
33175764,"0833808 EDI PROFESSORA VANUZIA BASTOS DA SILVA",33,3304557,"Urbana",9,"0833808 EDI PROFESSORA VANUZIA BASTOS DA SILVA (33175764)"
33175772,"1120032 ESCOLA MUNICIPAL GEO NELSON PRUDENCIO",33,3304557,"Urbana",16,"1120032 ESCOLA MUNICIPAL GEO NELSON PRUDENCIO (33175772)"
33175780,"1120804 EDI PROFESSORA ANNA MARIA JESUS CONCEICAO",33,3304557,"Urbana",9,"1120804 EDI PROFESSORA ANNA MARIA JESUS CONCEICAO (33175780)"
33175799,"0625042 ESCOLA MUNICIPAL TEMISTOCLES DALMACIO PEREIRA",33,3304557,"Urbana",10,"0625042 ESCOLA MUNICIPAL TEMISTOCLES DALMACIO PEREIRA (33175799)"
33175942,"0430808 EDI AZOILDA TRINDADE ZO",33,3304557,"Urbana",8,"0430808 EDI AZOILDA TRINDADE ZO (33175942)"
33175950,"0430014 ESCOLA MUNICIPAL LINO MARTINS DA SILVA",33,3304557,"Urbana",7,"0430014 ESCOLA MUNICIPAL LINO MARTINS DA SILVA (33175950)"
33176043,"0430807 EDI MARIA AMELIA CASTRO E SILVA BELFORT",33,3304557,"Urbana",8,"0430807 EDI MARIA AMELIA CASTRO E SILVA BELFORT (33176043)"
33176051,"0430015 ESCOLA MUNICIPAL ERPIDIO CABRAL DE SOUZA INDIO DA MARE",33,3304557,"Urbana",15,"0430015 ESCOLA MUNICIPAL ERPIDIO CABRAL DE SOUZA INDIO DA MARE (33176051)"
33176060,"0430016 ESCOLA MUNICIPAL OLIMPIADAS RIO 2016",33,3304557,"Urbana",14,"0430016 ESCOLA MUNICIPAL OLIMPIADAS RIO 2016 (33176060)"
33176078,"1019824 EDI PROFESSORA LILIA CHAVES DA COSTA",33,3304557,"Urbana",0,"1019824 EDI PROFESSORA LILIA CHAVES DA COSTA (33176078)"
33176086,"1019820 EDI INAIA WANDERLEY CARMO",33,3304557,"Urbana",12,"1019820 EDI INAIA WANDERLEY CARMO (33176086)"
33176094,"1019822 EDI PROFESSORA KATIA MIRANDA SANTOS",33,3304557,"Urbana",10,"1019822 EDI PROFESSORA KATIA MIRANDA SANTOS (33176094)"
33176108,"1019823 EDI MARIA ROSANGELA OLIVEIRA TIA NEGUINHA",33,3304557,"Urbana",10,"1019823 EDI MARIA ROSANGELA OLIVEIRA TIA NEGUINHA (33176108)"
33176116,"1026029 ESCOLA MUNICIPAL PROFESSOR ARI MARQUES PONTES",33,3304557,"Urbana",30,"1026029 ESCOLA MUNICIPAL PROFESSOR ARI MARQUES PONTES (33176116)"
33176124,"1026028 ESCOLA MUNICIPAL PROFESSOR JORGE LUIZ ITABORAI DE ALMEIDA",33,3304557,"Urbana",16,"1026028 ESCOLA MUNICIPAL PROFESSOR JORGE LUIZ ITABORAI DE ALMEIDA (33176124)"
33176167,"1019078 ESCOLA MUNICIPAL PARALIMPIADAS RIO 2016",33,3304557,"Urbana",19,"1019078 ESCOLA MUNICIPAL PARALIMPIADAS RIO 2016 (33176167)"
33176175,"1019079 ESCOLA MUNICIPAL EMILINHA BORBA",33,3304557,"Urbana",17,"1019079 ESCOLA MUNICIPAL EMILINHA BORBA (33176175)"
33176183,"1019082 ESCOLA MUNICIPAL PROFESSORA CLARA LUCIA DE SOUSA",33,3304557,"Urbana",15,"1019082 ESCOLA MUNICIPAL PROFESSORA CLARA LUCIA DE SOUSA (33176183)"
33176191,"1019080 ESCOLA MUNICIPAL PROFESSOR NEEMIAS RODRIGUES DE MELLO",33,3304557,"Urbana",8,"1019080 ESCOLA MUNICIPAL PROFESSOR NEEMIAS RODRIGUES DE MELLO (33176191)"
33176213,"1019081 ESCOLA MUNICIPAL WALQUIR PEREIRA",33,3304557,"Urbana",19,"1019081 ESCOLA MUNICIPAL WALQUIR PEREIRA (33176213)"
33176221,"0918828 EDI ALYRIO CAVALLIERI",33,3304557,"Urbana",11,"0918828 EDI ALYRIO CAVALLIERI (33176221)"
33176230,"0918829 EDI RUBEM AZEVEDO ALVES",33,3304557,"Urbana",0,"0918829 EDI RUBEM AZEVEDO ALVES (33176230)"
33176337,"0716819 EDI PROFESSORA NORMA ANDRADE NOGUEIRA",33,3304557,"Urbana",14,"0716819 EDI PROFESSORA NORMA ANDRADE NOGUEIRA (33176337)"
33176345,"0918098 ESCOLA MUNICIPAL MIGUEL DE OLIVEIRA",33,3304557,"Urbana",18,"0918098 ESCOLA MUNICIPAL MIGUEL DE OLIVEIRA (33176345)"
33176353,"0918099 ESCOLA MUNICIPAL PROFESSOR ANTONIO BOAVENTURA",33,3304557,"Urbana",16,"0918099 ESCOLA MUNICIPAL PROFESSOR ANTONIO BOAVENTURA (33176353)"
33176361,"0918823 EDI PROFESSOR DERSU GABRIEL BICEGO",33,3304557,"Urbana",14,"0918823 EDI PROFESSOR DERSU GABRIEL BICEGO (33176361)"
